subject,actual_living_space,age,employment,gender,justice,political_attitude,relative_justice,treatment,units,version
11156,70,1986,4,,0,4,0,1,0,1
11156,70,1986,4,,0,4,0,1,200,1
11156,70,1986,4,,0,4,0,1,400,1
11156,70,1986,4,,.15000001,4,10,1,600,1
11156,70,1986,4,,.30000001,4,10,1,800,1
11156,70,1986,4,,1,4,0,1,1000,1
11156,70,1986,4,,1,4,0,1,1200,1
11156,70,1986,4,,1,4,0,1,1400,1
11156,70,1986,4,,1,4,0,1,1600,1
11156,70,1986,4,,1,4,0,1,1800,1
11156,70,1986,4,,1,4,,1,2000,1
11157,101,1992,1,,0,5,0,1,0,1
11157,101,1992,1,,0,5,0,1,200,1
11157,101,1992,1,,0,5,0,1,400,1
11157,101,1992,1,,0,5,0,1,600,1
11157,101,1992,1,,0,5,10,1,800,1
11157,101,1992,1,,.80000001,5,8,1,1000,1
11157,101,1992,1,,1,5,8,1,1200,1
11157,101,1992,1,,1,5,0,1,1400,1
11157,101,1992,1,,.5,5,-6,1,1600,1
11157,101,1992,1,,.30000001,5,-10,1,1800,1
11157,101,1992,1,,0,5,,1,2000,1
11158,50,1990,1,,0,6,1,1,0,1
11158,50,1990,1,,0,6,1,1,200,1
11158,50,1990,1,,0,6,1,1,400,1
11158,50,1990,1,,0,6,1,1,600,1
11158,50,1990,1,,0,6,5,1,800,1
11158,50,1990,1,,.81,6,5,1,1000,1
11158,50,1990,1,,.86000001,6,5,1,1200,1
11158,50,1990,1,,.89999998,6,5,1,1400,1
11158,50,1990,1,,.94,6,5,1,1600,1
11158,50,1990,1,,.95999998,6,10,1,1800,1
11158,50,1990,1,,1,6,,1,2000,1
11159,10,1989,1,,0,4,0,1,0,1
11159,10,1989,1,,.2,4,0,1,200,1
11159,10,1989,1,,.40000001,4,6,1,400,1
11159,10,1989,1,,.51999998,4,6,1,600,1
11159,10,1989,1,,.60000002,4,9,1,800,1
11159,10,1989,1,,.89999998,4,6,1,1000,1
11159,10,1989,1,,.93000001,4,6,1,1200,1
11159,10,1989,1,,1,4,6,1,1400,1
11159,10,1989,1,,1,4,6,1,1600,1
11159,10,1989,1,,1,4,6,1,1800,1
11159,10,1989,1,,1,4,,1,2000,1
11160,300,1995,1,,0,4,0,1,0,1
11160,300,1995,1,,.0099999998,4,0,1,200,1
11160,300,1995,1,,.0099999998,4,0,1,400,1
11160,300,1995,1,,.0099999998,4,0,1,600,1
11160,300,1995,1,,.0099999998,4,10,1,800,1
11160,300,1995,1,,.5,4,10,1,1000,1
11160,300,1995,1,,.60000002,4,10,1,1200,1
11160,300,1995,1,,.69999999,4,10,1,1400,1
11160,300,1995,1,,.80000001,4,10,1,1600,1
11160,300,1995,1,,.89999998,4,10,1,1800,1
11160,300,1995,1,,1,4,,1,2000,1
11161,66,1994,1,,0,4,0,1,0,1
11161,66,1994,1,,0,4,0,1,200,1
11161,66,1994,1,,0,4,0,1,400,1
11161,66,1994,1,,0,4,2,1,600,1
11161,66,1994,1,,.16,4,5,1,800,1
11161,66,1994,1,,.43000001,4,0,1,1000,1
11161,66,1994,1,,.56999999,4,6,1,1200,1
11161,66,1994,1,,.68000001,4,7,1,1400,1
11161,66,1994,1,,.74000001,4,3,1,1600,1
11161,66,1994,1,,.86000001,4,2,1,1800,1
11161,66,1994,1,,1,4,,1,2000,1
11162,17,1987,2,,0,4,1,1,0,1
11162,17,1987,2,,.039999999,4,2,1,200,1
11162,17,1987,2,,.059999999,4,3,1,400,1
11162,17,1987,2,,.079999998,4,4,1,600,1
11162,17,1987,2,,.1,4,7,1,800,1
11162,17,1987,2,,.63,4,8,1,1000,1
11162,17,1987,2,,.86000001,4,9,1,1200,1
11162,17,1987,2,,.91000003,4,9,1,1400,1
11162,17,1987,2,,1,4,9,1,1600,1
11162,17,1987,2,,1,4,10,1,1800,1
11162,17,1987,2,,1,4,,1,2000,1
11163,57,1988,1,,0,5,0,1,0,1
11163,57,1988,1,,0,5,0,1,200,1
11163,57,1988,1,,0,5,0,1,400,1
11163,57,1988,1,,.28,5,0,1,600,1
11163,57,1988,1,,.69,5,7,1,800,1
11163,57,1988,1,,.89999998,5,0,1,1000,1
11163,57,1988,1,,.91000003,5,0,1,1200,1
11163,57,1988,1,,.92000002,5,0,1,1400,1
11163,57,1988,1,,.93000001,5,0,1,1600,1
11163,57,1988,1,,.94,5,0,1,1800,1
11163,57,1988,1,,1,5,,1,2000,1
11164,60,1940,1,,0,4,0,1,0,1
11164,60,1940,1,,0,4,0,1,200,1
11164,60,1940,1,,0,4,0,1,400,1
11164,60,1940,1,,0,4,0,1,600,1
11164,60,1940,1,,.059999999,4,8,1,800,1
11164,60,1940,1,,.37,4,6,1,1000,1
11164,60,1940,1,,.5,4,6,1,1200,1
11164,60,1940,1,,.58999997,4,6,1,1400,1
11164,60,1940,1,,1,4,6,1,1600,1
11164,60,1940,1,,.85000002,4,6,1,1800,1
11164,60,1940,1,,.83999997,4,,1,2000,1
11165,80,1991,1,,0,3,0,1,0,1
11165,80,1991,1,,0,3,0,1,200,1
11165,80,1991,1,,0,3,0,1,400,1
11165,80,1991,1,,0,3,0,1,600,1
11165,80,1991,1,,0,3,9,1,800,1
11165,80,1991,1,,.5,3,6,1,1000,1
11165,80,1991,1,,.64999998,3,5,1,1200,1
11165,80,1991,1,,.75,3,4,1,1400,1
11165,80,1991,1,,1,3,4,1,1600,1
11165,80,1991,1,,1,3,4,1,1800,1
11165,80,1991,1,,1,3,,1,2000,1
11276,65,1986,1,,0,5,0,1,0,1
11276,65,1986,1,,0,5,0,1,200,1
11276,65,1986,1,,0,5,0,1,400,1
11276,65,1986,1,,0,5,0,1,600,1
11276,65,1986,1,,0,5,10,1,800,1
11276,65,1986,1,,.5,5,7,1,1000,1
11276,65,1986,1,,.61000001,5,7,1,1200,1
11276,65,1986,1,,.70999998,5,7,1,1400,1
11276,65,1986,1,,.80000001,5,7,1,1600,1
11276,65,1986,1,,.89999998,5,7,1,1800,1
11276,65,1986,1,,1,5,,1,2000,1
11277,53,1985,1,,0,5,0,1,0,1
11277,53,1985,1,,0,5,0,1,200,1
11277,53,1985,1,,0,5,0,1,400,1
11277,53,1985,1,,0,5,0,1,600,1
11277,53,1985,1,,0,5,10,1,800,1
11277,53,1985,1,,0,5,10,1,1000,1
11277,53,1985,1,,0,5,10,1,1200,1
11277,53,1985,1,,.51999998,5,10,1,1400,1
11277,53,1985,1,,.72000003,5,10,1,1600,1
11277,53,1985,1,,.89999998,5,10,1,1800,1
11277,53,1985,1,,1,5,,1,2000,1
11278,120,1994,1,,0,4,0,1,0,1
11278,120,1994,1,,0,4,0,1,200,1
11278,120,1994,1,,0,4,0,1,400,1
11278,120,1994,1,,0,4,0,1,600,1
11278,120,1994,1,,0,4,0,1,800,1
11278,120,1994,1,,.30000001,4,5,1,1000,1
11278,120,1994,1,,.5,4,6,1,1200,1
11278,120,1994,1,,.75999999,4,7,1,1400,1
11278,120,1994,1,,.82999998,4,8,1,1600,1
11278,120,1994,1,,.89999998,4,5,1,1800,1
11278,120,1994,1,,1,4,,1,2000,1
11279,57,1985,1,,0,9,2,1,0,1
11279,57,1985,1,,.2,9,3,1,200,1
11279,57,1985,1,,.40000001,9,4,1,400,1
11279,57,1985,1,,.60000002,9,5,1,600,1
11279,57,1985,1,,.80000001,9,10,1,800,1
11279,57,1985,1,,1,9,0,1,1000,1
11279,57,1985,1,,.89999998,9,0,1,1200,1
11279,57,1985,1,,.80000001,9,0,1,1400,1
11279,57,1985,1,,.69999999,9,0,1,1600,1
11279,57,1985,1,,.60000002,9,0,1,1800,1
11279,57,1985,1,,.5,9,,1,2000,1
11280,120,1992,1,,0,3,5,1,0,1
11280,120,1992,1,,.2,3,6,1,200,1
11280,120,1992,1,,.40000001,3,7,1,400,1
11280,120,1992,1,,.60000002,3,8,1,600,1
11280,120,1992,1,,.80000001,3,9,1,800,1
11280,120,1992,1,,1,3,-10,1,1000,1
11280,120,1992,1,,.80000001,3,0,1,1200,1
11280,120,1992,1,,.60000002,3,0,1,1400,1
11280,120,1992,1,,.62,3,0,1,1600,1
11280,120,1992,1,,.40000001,3,0,1,1800,1
11280,120,1992,1,,.2,3,,1,2000,1
11281,,1992,1,,0,3,8,1,0,1
11281,,1992,1,,.20999999,3,8,1,200,1
11281,,1992,1,,.37,3,10,1,400,1
11281,,1992,1,,.46000001,3,10,1,600,1
11281,,1992,1,,.61000001,3,10,1,800,1
11281,,1992,1,,.68000001,3,0,1,1000,1
11281,,1992,1,,.73000002,3,0,1,1200,1
11281,,1992,1,,.89999998,3,0,1,1400,1
11281,,1992,1,,.93000001,3,0,1,1600,1
11281,,1992,1,,.93000001,3,0,1,1800,1
11281,,1992,1,,1,3,,1,2000,1
11282,110,1994,1,,0,6,1,1,0,1
11282,110,1994,1,,.029999999,6,2,1,200,1
11282,110,1994,1,,.090000004,6,3,1,400,1
11282,110,1994,1,,.14,6,2,1,600,1
11282,110,1994,1,,.22,6,6,1,800,1
11282,110,1994,1,,1,6,7,1,1000,1
11282,110,1994,1,,1,6,8,1,1200,1
11282,110,1994,1,,1,6,3,1,1400,1
11282,110,1994,1,,1,6,3,1,1600,1
11282,110,1994,1,,1,6,3,1,1800,1
11282,110,1994,1,,1,6,,1,2000,1
11283,80,1995,1,,0,4,1,1,0,1
11283,80,1995,1,,0,4,1,1,200,1
11283,80,1995,1,,0,4,1,1,400,1
11283,80,1995,1,,.1,4,1,1,600,1
11283,80,1995,1,,.2,4,4,1,800,1
11283,80,1995,1,,.89999998,4,2,1,1000,1
11283,80,1995,1,,.94999999,4,1,1,1200,1
11283,80,1995,1,,.94999999,4,2,1,1400,1
11283,80,1995,1,,.99000001,4,2,1,1600,1
11283,80,1995,1,,.98000002,4,7,1,1800,1
11283,80,1995,1,,.95999998,4,,1,2000,1
11386,70,1992,1,,0,4,0,1,0,1
11386,70,1992,1,,.11,4,0,1,200,1
11386,70,1992,1,,.36000001,4,0,1,400,1
11386,70,1992,1,,.63999999,4,0,1,600,1
11386,70,1992,1,,.75999999,4,6,1,800,1
11386,70,1992,1,,1,4,7,1,1000,1
11386,70,1992,1,,0,4,7,1,1200,1
11386,70,1992,1,,0,4,0,1,1400,1
11386,70,1992,1,,0,4,0,1,1600,1
11386,70,1992,1,,0,4,0,1,1800,1
11386,70,1992,1,,0,4,,1,2000,1
11387,20,1993,1,,0,6,0,1,0,1
11387,20,1993,1,,0,6,0,1,200,1
11387,20,1993,1,,0,6,0,1,400,1
11387,20,1993,1,,0,6,0,1,600,1
11387,20,1993,1,,0,6,10,1,800,1
11387,20,1993,1,,1,6,0,1,1000,1
11387,20,1993,1,,1,6,0,1,1200,1
11387,20,1993,1,,1,6,0,1,1400,1
11387,20,1993,1,,1,6,0,1,1600,1
11387,20,1993,1,,1,6,0,1,1800,1
11387,20,1993,1,,1,6,,1,2000,1
11388,150,1992,1,,0,5,2,1,0,1
11388,150,1992,1,,0,5,3,1,200,1
11388,150,1992,1,,0,5,3,1,400,1
11388,150,1992,1,,0,5,2,1,600,1
11388,150,1992,1,,.2,5,4,1,800,1
11388,150,1992,1,,.69999999,5,5,1,1000,1
11388,150,1992,1,,.83999997,5,6,1,1200,1
11388,150,1992,1,,.94999999,5,7,1,1400,1
11388,150,1992,1,,.99000001,5,8,1,1600,1
11388,150,1992,1,,.98000002,5,9,1,1800,1
11388,150,1992,1,,.99000001,5,,1,2000,1
11389,200,1995,1,,0,7,0,1,0,1
11389,200,1995,1,,.1,7,0,1,200,1
11389,200,1995,1,,.2,7,0,1,400,1
11389,200,1995,1,,.30000001,7,7,1,600,1
11389,200,1995,1,,.40000001,7,9,1,800,1
11389,200,1995,1,,.5,7,9,1,1000,1
11389,200,1995,1,,.60000002,7,9,1,1200,1
11389,200,1995,1,,.69999999,7,9,1,1400,1
11389,200,1995,1,,.80000001,7,9,1,1600,1
11389,200,1995,1,,.89999998,7,9,1,1800,1
11389,200,1995,1,,1,7,,1,2000,1
11390,45,1988,5,,0,3,0,1,0,1
11390,45,1988,5,,0,3,0,1,200,1
11390,45,1988,5,,0,3,0,1,400,1
11390,45,1988,5,,0,3,0,1,600,1
11390,45,1988,5,,0,3,0,1,800,1
11390,45,1988,5,,0,3,10,1,1000,1
11390,45,1988,5,,.2,3,10,1,1200,1
11390,45,1988,5,,.40000001,3,10,1,1400,1
11390,45,1988,5,,.60000002,3,10,1,1600,1
11390,45,1988,5,,.80000001,3,10,1,1800,1
11390,45,1988,5,,1,3,,1,2000,1
11391,41,1989,1,,.07,3,0,1,0,1
11391,41,1989,1,,.1,3,0,1,200,1
11391,41,1989,1,,.33000001,3,2,1,400,1
11391,41,1989,1,,.56999999,3,4,1,600,1
11391,41,1989,1,,.75,3,5,1,800,1
11391,41,1989,1,,.92000002,3,7,1,1000,1
11391,41,1989,1,,1,3,7,1,1200,1
11391,41,1989,1,,1,3,7,1,1400,1
11391,41,1989,1,,1,3,7,1,1600,1
11391,41,1989,1,,1,3,7,1,1800,1
11391,41,1989,1,,1,3,,1,2000,1
11393,1600,1988,1,,0,3,1,1,0,1
11393,1600,1988,1,,0,3,1,1,200,1
11393,1600,1988,1,,0,3,2,1,400,1
11393,1600,1988,1,,0,3,4,1,600,1
11393,1600,1988,1,,0,3,5,1,800,1
11393,1600,1988,1,,.1,3,6,1,1000,1
11393,1600,1988,1,,.2,3,7,1,1200,1
11393,1600,1988,1,,.40000001,3,7,1,1400,1
11393,1600,1988,1,,.60000002,3,8,1,1600,1
11393,1600,1988,1,,.80000001,3,10,1,1800,1
11393,1600,1988,1,,1,3,,1,2000,1
11394,20,1994,1,,0,6,7,1,0,1
11394,20,1994,1,,.11,6,7,1,200,1
11394,20,1994,1,,.34999999,6,7,1,400,1
11394,20,1994,1,,.47,6,7,1,600,1
11394,20,1994,1,,.69,6,6,1,800,1
11394,20,1994,1,,1,6,-8,1,1000,1
11394,20,1994,1,,1,6,-8,1,1200,1
11394,20,1994,1,,.69999999,6,0,1,1400,1
11394,20,1994,1,,.47999999,6,-8,1,1600,1
11394,20,1994,1,,.18000001,6,-8,1,1800,1
11394,20,1994,1,,.15000001,6,,1,2000,1
11395,45,1994,1,,0,4,0,1,0,1
11395,45,1994,1,,0,4,0,1,200,1
11395,45,1994,1,,0,4,0,1,400,1
11395,45,1994,1,,0,4,0,1,600,1
11395,45,1994,1,,0,4,10,1,800,1
11395,45,1994,1,,1,4,10,1,1000,1
11395,45,1994,1,,1,4,10,1,1200,1
11395,45,1994,1,,1,4,10,1,1400,1
11395,45,1994,1,,1,4,10,1,1600,1
11395,45,1994,1,,1,4,10,1,1800,1
11395,45,1994,1,,1,4,,1,2000,1
12152,100,1994,1,1,.5,6,0,1,0,2
12152,100,1994,1,1,.5,6,0,1,200,2
12152,100,1994,1,1,.5,6,0,1,400,2
12152,100,1994,1,1,.5,6,0,1,600,2
12152,100,1994,1,1,.5,6,5,1,800,2
12152,100,1994,1,1,1,6,0,1,1000,2
12152,100,1994,1,1,1,6,0,1,1200,2
12152,100,1994,1,1,1,6,0,1,1400,2
12152,100,1994,1,1,1,6,0,1,1600,2
12152,100,1994,1,1,1,6,0,1,1800,2
12152,100,1994,1,1,1,6,,1,2000,2
12154,95,1989,1,1,0,4,0,1,0,2
12154,95,1989,1,1,0,4,0,1,200,2
12154,95,1989,1,1,0,4,0,1,400,2
12154,95,1989,1,1,0,4,0,1,600,2
12154,95,1989,1,1,0,4,10,1,800,2
12154,95,1989,1,1,.75,4,10,1,1000,2
12154,95,1989,1,1,.85000002,4,7,1,1200,2
12154,95,1989,1,1,.89999998,4,0,1,1400,2
12154,95,1989,1,1,.89999998,4,0,1,1600,2
12154,95,1989,1,1,.94999999,4,0,1,1800,2
12154,95,1989,1,1,1,4,,1,2000,2
12155,20,1993,1,2,0,5,0,1,0,2
12155,20,1993,1,2,0,5,0,1,200,2
12155,20,1993,1,2,0,5,0,1,400,2
12155,20,1993,1,2,0,5,0,1,600,2
12155,20,1993,1,2,0,5,10,1,800,2
12155,20,1993,1,2,.60000002,5,9,1,1000,2
12155,20,1993,1,2,.69999999,5,9,1,1200,2
12155,20,1993,1,2,.85000002,5,9,1,1400,2
12155,20,1993,1,2,.85000002,5,8,1,1600,2
12155,20,1993,1,2,.89999998,5,6,1,1800,2
12155,20,1993,1,2,1,5,,1,2000,2
12156,25,1973,1,1,0,1,0,1,0,2
12156,25,1973,1,1,0,1,0,1,200,2
12156,25,1973,1,1,0,1,0,1,400,2
12156,25,1973,1,1,0,1,0,1,600,2
12156,25,1973,1,1,0,1,10,1,800,2
12156,25,1973,1,1,.5,1,8,1,1000,2
12156,25,1973,1,1,.60000002,1,6,1,1200,2
12156,25,1973,1,1,.80000001,1,2,1,1400,2
12156,25,1973,1,1,.94999999,1,0,1,1600,2
12156,25,1973,1,1,1,1,0,1,1800,2
12156,25,1973,1,1,1,1,,1,2000,2
12158,100,1992,1,1,0,8,2,1,0,2
12158,100,1992,1,1,.14,8,6,1,200,2
12158,100,1992,1,1,.23,8,-1,1,400,2
12158,100,1992,1,1,.34999999,8,0,1,600,2
12158,100,1992,1,1,.5,8,10,1,800,2
12158,100,1992,1,1,1,8,0,1,1000,2
12158,100,1992,1,1,1,8,0,1,1200,2
12158,100,1992,1,1,1,8,0,1,1400,2
12158,100,1992,1,1,1,8,0,1,1600,2
12158,100,1992,1,1,1,8,0,1,1800,2
12158,100,1992,1,1,1,8,,1,2000,2
12159,80,1993,1,1,0,4,0,1,0,2
12159,80,1993,1,1,0,4,0,1,200,2
12159,80,1993,1,1,0,4,0,1,400,2
12159,80,1993,1,1,0,4,0,1,600,2
12159,80,1993,1,1,0,4,2,1,800,2
12159,80,1993,1,1,.5,4,2,1,1000,2
12159,80,1993,1,1,1,4,2,1,1200,2
12159,80,1993,1,1,1,4,2,1,1400,2
12159,80,1993,1,1,1,4,2,1,1600,2
12159,80,1993,1,1,1,4,2,1,1800,2
12159,80,1993,1,1,1,4,,1,2000,2
12160,57,1987,1,2,0,2,0,1,0,2
12160,57,1987,1,2,0,2,0,1,200,2
12160,57,1987,1,2,0,2,0,1,400,2
12160,57,1987,1,2,0,2,0,1,600,2
12160,57,1987,1,2,.2,2,1,1,800,2
12160,57,1987,1,2,.5,2,6,1,1000,2
12160,57,1987,1,2,.5,2,2,1,1200,2
12160,57,1987,1,2,.85000002,2,5,1,1400,2
12160,57,1987,1,2,.89999998,2,5,1,1600,2
12160,57,1987,1,2,1,2,3,1,1800,2
12160,57,1987,1,2,1,2,,1,2000,2
12162,46,1981,1,1,0,2,0,1,0,2
12162,46,1981,1,1,0,2,0,1,200,2
12162,46,1981,1,1,0,2,0,1,400,2
12162,46,1981,1,1,0,2,0,1,600,2
12162,46,1981,1,1,0,2,6,1,800,2
12162,46,1981,1,1,.5,2,9,1,1000,2
12162,46,1981,1,1,.60000002,2,9,1,1200,2
12162,46,1981,1,1,.75,2,9,1,1400,2
12162,46,1981,1,1,.85000002,2,8,1,1600,2
12162,46,1981,1,1,.94999999,2,8,1,1800,2
12162,46,1981,1,1,1,2,,1,2000,2
12269,93,1991,1,1,0,4,1,1,0,2
12269,93,1991,1,1,.0099999998,4,0,1,200,2
12269,93,1991,1,1,.050000001,4,0,1,400,2
12269,93,1991,1,1,.15000001,4,10,1,600,2
12269,93,1991,1,1,.5,4,9,1,800,2
12269,93,1991,1,1,1,4,0,1,1000,2
12269,93,1991,1,1,.80000001,4,-9,1,1200,2
12269,93,1991,1,1,.40000001,4,0,1,1400,2
12269,93,1991,1,1,.2,4,0,1,1600,2
12269,93,1991,1,1,.15000001,4,0,1,1800,2
12269,93,1991,1,1,.1,4,,1,2000,2
12271,75,1989,1,1,0,5,0,1,0,2
12271,75,1989,1,1,0,5,0,1,200,2
12271,75,1989,1,1,0,5,0,1,400,2
12271,75,1989,1,1,0,5,0,1,600,2
12271,75,1989,1,1,0,5,10,1,800,2
12271,75,1989,1,1,1,5,9,1,1000,2
12271,75,1989,1,1,.73000002,5,9,1,1200,2
12271,75,1989,1,1,.36000001,5,-8,1,1400,2
12271,75,1989,1,1,.2,5,0,1,1600,2
12271,75,1989,1,1,0,5,0,1,1800,2
